"","year","UKPRN","Institution","cah","Subject","Level","QuestionNumber","A1","A2","A3","A4","A5","N/A","Confidence interval - min","Actual value","Confidence interval - max","Response","Sample Size","Positivity measure (%)","Benchmark (%)","Difference (ppt)","Standard deviation","Contribution to benchmark (%)","Materially below benchmark (%)","Broadly in line with benchmark (%)","Materially above benchmark (%)","Publication response headcount","Publication response rate (%)","theme","q","question","ans_sd","ans_d","ans_n","ans_a","ans_sa","r","tm","ucl","ucl_all","rzall","ucl_comp"
"322",2015,10007775,"Queen Mary University of London","","(07) Psychology","First degree","Q14","5%","6%","7%","40%","42%",1,"67%","83%","92%",48,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","comms","Any changes in the course or teaching have been communicated effectively.",5,6,7,40,42,0.54,TRUE,FALSE,"All other",-0.0225800840425585,TRUE
"323",2015,10007775,"Queen Mary University of London","","(07) Psychology","First degree","Q15","5%","7%","9%","52%","27%",0,"63%","79%","89%",49,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","organised","The course is well organised and is running smoothly.",5,7,9,52,27,0.445,TRUE,FALSE,"All other",-0.370707359346037,TRUE
"324",2015,10007775,"Queen Mary University of London","","(07) Psychology","First degree","Q16","5%","20%","17%","37%","20%",0,"41%","57%","72%",49,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","library","The library resources and services are good enough for my needs.",5,20,17,37,20,0.235,TRUE,FALSE,"All other",-2.43247241389625,TRUE
"325",2015,10007775,"Queen Mary University of London","","(07) Psychology","First degree","Q17","5%","19%","9%","40%","27%",0,"51%","67%","81%",49,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","IT","I have been able to access general IT resources when I needed to.",5,19,9,40,27,0.325,TRUE,FALSE,"All other",-2.59332133324015,TRUE
"326",2015,10007775,"Queen Mary University of London","","(07) Psychology","First degree","Q18","0%","14%","15%","53%","18%",5,"53%","71%","84%",44,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","access","I have been able to access specialised equipment, facilities or room when I needed to.",0,14,15,53,18,0.375,TRUE,FALSE,"All other",-1.61602225147231,TRUE
"327",2015,10007775,"Queen Mary University of London","","(07) Psychology","First degree","Q19","5%","8%","15%","43%","29%",0,"56%","72%","84%",49,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"personal","confidence","The course has helped me present myself with confidence.",5,8,15,43,29,0.415,FALSE,FALSE,"All other",-1.29942983449987,TRUE
"328",2015,10007775,"Queen Mary University of London","","(07) Psychology","First degree","Q20","9%","10%","19%","30%","31%",0,"45%","61%","75%",49,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"personal","commskill","My communication skills have improved.",9,10,19,30,31,0.32,FALSE,FALSE,"All other",-3.14277769776003,TRUE
"329",2015,10007775,"Queen Mary University of London","","(07) Psychology","First degree","Q21","2%","15%","15%","37%","31%",0,"52%","68%","81%",49,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"personal","problemsolve","As a result of the course, I feel confident in tackling unfamiliar problems.",2,15,15,37,31,0.4,FALSE,FALSE,"All other",-1.56801001469484,TRUE
"330",2015,10007775,"Queen Mary University of London","","(07) Psychology","First degree","Q22","0%","26%","5%","45%","23%",0,"52%","68%","81%",49,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"overall","satisfied","Overall, I am satisfied with the quality of the course.",0,26,5,45,23,0.325,FALSE,FALSE,"All other",-1.95919338473048,TRUE
"331",2015,10007784,"University College London","","(07) Psychology","First degree","Q01","1%","3%","9%","57%","30%",0,"78%","87%","93%",113,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","explain","Staff are good at explaining things.",1,3,9,57,30,0.56,TRUE,TRUE,"UCL",-0.305901414268288,TRUE
"332",2015,10007784,"University College London","","(07) Psychology","First degree","Q02","1%","8%","7%","61%","22%",0,"74%","83%","90%",113,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","interest","Staff have made the subject interesting.",1,8,7,61,22,0.475,TRUE,TRUE,"UCL",-0.658288347915625,TRUE
"333",2015,10007784,"University College London","","(07) Psychology","First degree","Q03","1%","2%","10%","37%","49%",0,"77%","87%","92%",113,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","enthusiastic","Staff are enthusiastic about what they are teaching.",1,2,10,37,49,0.655,TRUE,TRUE,"UCL",0.167870296795645,TRUE
"334",2015,10007784,"University College London","","(07) Psychology","First degree","Q04","0%","6%","4%","42%","47%",0,"80%","89%","94%",113,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","stimulating","The course is intellectually stimulating.",0,6,4,42,47,0.65,TRUE,TRUE,"UCL",0.186209426454923,TRUE
"335",2015,10007784,"University College London","","(07) Psychology","First degree","Q05","7%","12%","13%","45%","22%",0,"57%","67%","77%",113,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","clear","The criteria used in marking have been clear in advance.",7,12,13,45,22,0.315,TRUE,TRUE,"UCL",-1.16770409560756,TRUE
"336",2015,10007784,"University College London","","(07) Psychology","First degree","Q06","2%","15%","11%","46%","25%",0,"60%","71%","79%",113,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","fair","Assessment arrangements and marking have been fair.",2,15,11,46,25,0.385,TRUE,TRUE,"UCL",-0.570016927562812,TRUE
"337",2015,10007784,"University College London","","(07) Psychology","First degree","Q07","1%","16%","9%","49%","25%",0,"64%","74%","82%",113,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","timely","Feedback on my work has been prompt.",1,16,9,49,25,0.405,TRUE,TRUE,"UCL",0.166841590021188,TRUE
"338",2015,10007784,"University College London","","(07) Psychology","First degree","Q08","7%","14%","15%","40%","23%",0,"53%","63%","73%",113,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","detailed","I have received detailed comments on my work.",7,14,15,40,23,0.29,TRUE,TRUE,"UCL",-0.50194677102678,TRUE
"339",2015,10007784,"University College London","","(07) Psychology","First degree","Q09","3%","15%","20%","40%","22%",0,"52%","63%","72%",113,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","helpful","Feedback on my work has helped me clarify things I did not understand.",3,15,20,40,22,0.315,TRUE,TRUE,"UCL",-0.0281292971329746,TRUE
"340",2015,10007784,"University College London","","(07) Psychology","First degree","Q10","7%","12%","17%","43%","22%",1,"54%","65%","75%",112,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","support","I have received sufficient advice and support with my studies.",7,12,17,43,22,0.305,TRUE,TRUE,"UCL",-1.48003183204736,TRUE
"341",2015,10007784,"University College London","","(07) Psychology","First degree","Q11","2%","2%","7%","40%","48%",0,"79%","88%","93%",113,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","contact","I have been able to contact staff when I needed to.",2,2,7,40,48,0.65,TRUE,TRUE,"UCL",0.137732410319089,TRUE
"342",2015,10007784,"University College London","","(07) Psychology","First degree","Q12","3%","8%","21%","37%","31%",3,"57%","68%","77%",110,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","choices","Good advice was available when I needed to make study choices.",3,8,21,37,31,0.425,TRUE,TRUE,"UCL",-0.630836523574579,TRUE
"343",2015,10007784,"University College London","","(07) Psychology","First degree","Q13","2%","2%","1%","49%","44%",0,"86%","94%","97%",113,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","timetable","The timetable works efficiently as far as my activities are concerned.",2,2,1,49,44,0.655,TRUE,TRUE,"UCL",0.260485124221887,TRUE
"344",2015,10007784,"University College London","","(07) Psychology","First degree","Q14","1%","4%","7%","36%","52%",1,"79%","88%","94%",112,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","comms","Any changes in the course or teaching have been communicated effectively.",1,4,7,36,52,0.67,TRUE,TRUE,"UCL",0.688692563298041,TRUE
"345",2015,10007784,"University College London","","(07) Psychology","First degree","Q15","0%","2%","3%","48%","47%",0,"88%","95%","98%",113,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","organised","The course is well organised and is running smoothly.",0,2,3,48,47,0.7,TRUE,TRUE,"UCL",0.976671312123213,TRUE
"346",2015,10007784,"University College London","","(07) Psychology","First degree","Q16","3%","3%","6%","28%","60%",2,"78%","87%","93%",111,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","library","The library resources and services are good enough for my needs.",3,3,6,28,60,0.695,TRUE,TRUE,"UCL",0.45303927479443,TRUE
"347",2015,10007784,"University College London","","(07) Psychology","First degree","Q17","0%","4%","8%","33%","55%",2,"80%","89%","94%",111,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","IT","I have been able to access general IT resources when I needed to.",0,4,8,33,55,0.695,TRUE,TRUE,"UCL",0.432220222206691,TRUE
"348",2015,10007784,"University College London","","(07) Psychology","First degree","Q18","0%","9%","9%","32%","50%",9,"72%","82%","89%",104,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","access","I have been able to access specialised equipment, facilities or room when I needed to.",0,9,9,32,50,0.615,TRUE,TRUE,"UCL",0.0653303335792176,TRUE
"349",2015,10007784,"University College London","","(07) Psychology","First degree","Q19","4%","5%","18%","43%","31%",1,"64%","74%","82%",112,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"personal","confidence","The course has helped me present myself with confidence.",4,5,18,43,31,0.46,FALSE,TRUE,"UCL",-0.851677348227353,TRUE
"350",2015,10007784,"University College London","","(07) Psychology","First degree","Q20","1%","6%","12%","45%","35%",0,"70%","80%","87%",113,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"personal","commskill","My communication skills have improved.",1,6,12,45,35,0.535,FALSE,TRUE,"UCL",-0.879977755372809,TRUE
"351",2015,10007784,"University College London","","(07) Psychology","First degree","Q21","3%","9%","18%","35%","34%",0,"59%","70%","78%",113,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"personal","problemsolve","As a result of the course, I feel confident in tackling unfamiliar problems.",3,9,18,35,34,0.44,FALSE,TRUE,"UCL",-1.16325864598488,TRUE
"352",2015,10007784,"University College London","","(07) Psychology","First degree","Q22","1%","9%","9%","47%","34%",0,"70%","80%","87%",113,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"overall","satisfied","Overall, I am satisfied with the quality of the course.",1,9,9,47,34,0.52,FALSE,TRUE,"UCL",-0.5292993861317,TRUE
"353",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q01","0%","5%","2%","65%","29%",0,"73%","94%","99%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","explain","Staff are good at explaining things.",0,5,2,65,29,0.59,TRUE,FALSE,"All other",0.0249447505197309,TRUE
"354",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q02","2%","2%","5%","55%","38%",0,"71%","92%","98%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","interest","Staff have made the subject interesting.",2,2,5,55,38,0.625,TRUE,FALSE,"All other",0.858986014963072,TRUE
"355",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q03","0%","5%","6%","33%","56%",0,"68%","89%","97%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","enthusiastic","Staff are enthusiastic about what they are teaching.",0,5,6,33,56,0.7,TRUE,FALSE,"All other",0.62328875748048,TRUE
"356",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q04","2%","2%","3%","14%","80%",0,"73%","94%","99%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","stimulating","The course is intellectually stimulating.",2,2,3,14,80,0.84,TRUE,FALSE,"All other",2.09535446685358,TRUE
"357",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q05","6%","23%","17%","45%","9%",0,"33%","55%","75%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","clear","The criteria used in marking have been clear in advance.",6,23,17,45,9,0.14,TRUE,FALSE,"All other",-2.36305578122254,TRUE
"358",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q06","5%","2%","27%","38%","29%",0,"44%","67%","84%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","fair","Assessment arrangements and marking have been fair.",5,2,27,38,29,0.42,TRUE,FALSE,"All other",-0.310195258255112,TRUE
"359",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q07","0%","2%","5%","49%","45%",0,"73%","94%","99%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","timely","Feedback on my work has been prompt.",0,2,5,49,45,0.685,TRUE,FALSE,"All other",1.39954762058611,TRUE
"360",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q08","0%","9%","6%","55%","30%",0,"62%","85%","95%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","detailed","I have received detailed comments on my work.",0,9,6,55,30,0.53,TRUE,FALSE,"All other",0.792626393651244,TRUE
"361",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q09","2%","6%","12%","42%","38%",0,"57%","80%","93%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","helpful","Feedback on my work has helped me clarify things I did not understand.",2,6,12,42,38,0.54,TRUE,FALSE,"All other",1.33505971777273,TRUE
"362",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q10","0%","5%","14%","53%","29%",0,"59%","82%","93%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","support","I have received sufficient advice and support with my studies.",0,5,14,53,29,0.53,TRUE,FALSE,"All other",0.274102885283018,TRUE
"363",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q11","0%","2%","3%","41%","55%",0,"75%","95%","99%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","contact","I have been able to contact staff when I needed to.",0,2,3,41,55,0.745,TRUE,FALSE,"All other",0.943921628666027,TRUE
"364",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q12","0%","9%","5%","55%","31%",1,"64%","86%","96%",63,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","choices","Good advice was available when I needed to make study choices.",0,9,5,55,31,0.54,TRUE,FALSE,"All other",0.312002179529666,TRUE
"365",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q13","0%","5%","15%","42%","38%",0,"57%","80%","93%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","timetable","The timetable works efficiently as far as my activities are concerned.",0,5,15,42,38,0.565,TRUE,FALSE,"All other",-0.441154141496925,TRUE
"366",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q14","0%","3%","9%","39%","49%",0,"66%","88%","96%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","comms","Any changes in the course or teaching have been communicated effectively.",0,3,9,39,49,0.67,TRUE,FALSE,"All other",0.688692563298041,TRUE
"367",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q15","8%","5%","6%","55%","27%",0,"59%","82%","93%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","organised","The course is well organised and is running smoothly.",8,5,6,55,27,0.44,TRUE,FALSE,"All other",-0.397126548982689,TRUE
"368",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q16","0%","0%","0%","24%","76%",0,"82%","100%","100%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","library","The library resources and services are good enough for my needs.",0,0,0,24,76,0.88,TRUE,FALSE,"All other",1.61351680176786,TRUE
"369",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q17","0%","0%","0%","30%","70%",0,"82%","100%","100%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","IT","I have been able to access general IT resources when I needed to.",0,0,0,30,70,0.85,TRUE,FALSE,"All other",1.69967681975875,TRUE
"370",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q18","0%","2%","19%","30%","50%",10,"54%","80%","93%",54,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","access","I have been able to access specialised equipment, facilities or room when I needed to.",0,2,19,30,50,0.64,TRUE,FALSE,"All other",0.240471227855419,TRUE
"371",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q19","0%","3%","21%","45%","30%",0,"53%","76%","90%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"personal","confidence","The course has helped me present myself with confidence.",0,3,21,45,30,0.51,FALSE,FALSE,"All other",-0.354174585702335,TRUE
"372",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q20","0%","2%","20%","33%","45%",0,"56%","79%","92%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"personal","commskill","My communication skills have improved.",0,2,20,33,45,0.605,FALSE,FALSE,"All other",-0.143252192735109,TRUE
"373",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q21","0%","2%","11%","42%","45%",0,"66%","88%","96%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"personal","problemsolve","As a result of the course, I feel confident in tackling unfamiliar problems.",0,2,11,42,45,0.65,FALSE,FALSE,"All other",0.961686039742419,TRUE
"374",2015,10007788,"University of Cambridge","","(07) Psychology","First degree","Q22","2%","0%","3%","45%","50%",0,"75%","95%","99%",64,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"overall","satisfied","Overall, I am satisfied with the quality of the course.",2,0,3,45,50,0.705,FALSE,FALSE,"All other",0.827266715103037,TRUE
"375",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q01","1%","2%","5%","65%","28%",0,"85%","92%","96%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","explain","Staff are good at explaining things.",1,2,5,65,28,0.585,TRUE,FALSE,"All other",-0.0301962769449392,TRUE
"376",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q02","1%","2%","6%","65%","26%",0,"84%","91%","95%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","interest","Staff have made the subject interesting.",1,2,6,65,26,0.565,TRUE,FALSE,"All other",0.252076269811593,TRUE
"377",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q03","1%","2%","7%","50%","40%",0,"83%","91%","95%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","enthusiastic","Staff are enthusiastic about what they are teaching.",1,2,7,50,40,0.63,TRUE,FALSE,"All other",-0.0851399591403751,TRUE
"378",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q04","1%","3%","9%","51%","36%",0,"80%","87%","92%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","stimulating","The course is intellectually stimulating.",1,3,9,51,36,0.59,TRUE,FALSE,"All other",-0.416678481039391,TRUE
"379",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q05","8%","16%","15%","35%","26%",0,"52%","61%","70%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","clear","The criteria used in marking have been clear in advance.",8,16,15,35,26,0.275,TRUE,FALSE,"All other",-1.44092733803384,TRUE
"380",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q06","5%","11%","16%","48%","20%",0,"59%","69%","77%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","fair","Assessment arrangements and marking have been fair.",5,11,16,48,20,0.335,TRUE,FALSE,"All other",-0.941190740859527,TRUE
"381",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q07","1%","7%","7%","46%","39%",0,"77%","85%","91%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","timely","Feedback on my work has been prompt.",1,7,7,46,39,0.575,TRUE,FALSE,"All other",0.915270251435607,TRUE
"382",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q08","2%","13%","16%","41%","28%",0,"59%","69%","77%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","detailed","I have received detailed comments on my work.",2,13,16,41,28,0.4,TRUE,FALSE,"All other",0.091399262783981,TRUE
"383",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q09","5%","16%","21%","39%","20%",0,"49%","58%","67%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","helpful","Feedback on my work has helped me clarify things I did not understand.",5,16,21,39,20,0.265,TRUE,FALSE,"All other",-0.331060189334241,TRUE
"384",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q10","2%","9%","17%","48%","24%",1,"62%","71%","79%",126,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","support","I have received sufficient advice and support with my studies.",2,9,17,48,24,0.415,TRUE,FALSE,"All other",-0.622454859130285,TRUE
"385",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q11","1%","7%","5%","46%","42%",0,"80%","87%","92%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","contact","I have been able to contact staff when I needed to.",1,7,5,46,42,0.605,TRUE,FALSE,"All other",-0.244146693108409,TRUE
"386",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q12","2%","7%","13%","44%","34%",2,"69%","78%","85%",125,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"academic","choices","Good advice was available when I needed to make study choices.",2,7,13,44,34,0.505,TRUE,FALSE,"All other",0.0250512698892435,TRUE
"387",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q13","2%","2%","2%","39%","54%",0,"86%","93%","96%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","timetable","The timetable works efficiently as far as my activities are concerned.",2,2,2,39,54,0.705,TRUE,FALSE,"All other",0.650284716287892,TRUE
"388",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q14","7%","17%","9%","31%","36%",0,"57%","67%","75%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","comms","Any changes in the course or teaching have been communicated effectively.",7,17,9,31,36,0.36,TRUE,FALSE,"All other",-1.00741913420647,TRUE
"389",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q15","10%","14%","10%","47%","18%",0,"56%","65%","74%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"management","organised","The course is well organised and is running smoothly.",10,14,10,47,18,0.245,TRUE,FALSE,"All other",-1.42747494481212,TRUE
"390",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q16","1%","5%","5%","31%","59%",0,"82%","90%","94%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","library","The library resources and services are good enough for my needs.",1,5,5,31,59,0.71,TRUE,FALSE,"All other",0.547132047251735,TRUE
"391",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q17","1%","6%","2%","39%","54%",0,"85%","92%","96%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","IT","I have been able to access general IT resources when I needed to.",1,6,2,39,54,0.695,TRUE,FALSE,"All other",0.432220222206691,TRUE
"392",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q18","0%","4%","8%","48%","40%",8,"80%","88%","93%",119,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resource","access","I have been able to access specialised equipment, facilities or room when I needed to.",0,4,8,48,40,0.62,TRUE,FALSE,"All other",0.100358512434458,TRUE
"393",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q19","2%","4%","12%","53%","30%",0,"74%","83%","89%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"personal","confidence","The course has helped me present myself with confidence.",2,4,12,53,30,0.525,FALSE,FALSE,"All other",-0.204923756944829,TRUE
"394",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q20","1%","2%","9%","47%","42%",0,"81%","89%","94%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"personal","commskill","My communication skills have improved.",1,2,9,47,42,0.635,FALSE,FALSE,"All other",0.172487334109621,TRUE
"395",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q21","0%","3%","14%","49%","34%",0,"74%","83%","89%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"personal","problemsolve","As a result of the course, I feel confident in tackling unfamiliar problems.",0,3,14,49,34,0.57,FALSE,FALSE,"All other",0.152183302322495,TRUE
"396",2015,10007792,"University of Exeter","","(07) Psychology","First degree","Q22","3%","6%","11%","46%","34%",0,"71%","80%","86%",127,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"overall","satisfied","Overall, I am satisfied with the quality of the course.",3,6,11,46,34,0.51,FALSE,FALSE,"All other",-0.60262728349574,TRUE
"397",2015,10007794,"University of Glasgow","","(07) Psychology","First degree","Q01","0%","0%","2%","58%","40%",0,"94%","98%","100%",132,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","explain","Staff are good at explaining things.",0,0,2,58,40,0.69,TRUE,FALSE,"All other",1.12776529981313,TRUE
"398",2015,10007794,"University of Glasgow","","(07) Psychology","First degree","Q02","0%","3%","5%","50%","41%",0,"85%","92%","96%",132,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","interest","Staff have made the subject interesting.",0,3,5,50,41,0.645,TRUE,FALSE,"All other",1.0612892633469,TRUE
"399",2015,10007794,"University of Glasgow","","(07) Psychology","First degree","Q03","0%","2%","4%","43%","50%",0,"87%","93%","97%",132,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","enthusiastic","Staff are enthusiastic about what they are teaching.",0,2,4,43,50,0.705,TRUE,FALSE,"All other",0.673890808667684,TRUE
"400",2015,10007794,"University of Glasgow","","(07) Psychology","First degree","Q04","0%","0%","4%","28%","67%",0,"90%","96%","98%",132,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"teaching","stimulating","The course is intellectually stimulating.",0,0,4,28,67,0.81,TRUE,FALSE,"All other",1.79391051310643,TRUE
"401",2015,10007794,"University of Glasgow","","(07) Psychology","First degree","Q05","4%","8%","17%","38%","33%",0,"62%","72%","79%",132,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","clear","The criteria used in marking have been clear in advance.",4,8,17,38,33,0.44,TRUE,FALSE,"All other",-0.313881463025431,TRUE
"402",2015,10007794,"University of Glasgow","","(07) Psychology","First degree","Q06","1%","11%","6%","47%","35%",0,"73%","82%","88%",132,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","fair","Assessment arrangements and marking have been fair.",1,11,6,47,35,0.52,TRUE,FALSE,"All other",0.432152368338318,TRUE
"403",2015,10007794,"University of Glasgow","","(07) Psychology","First degree","Q07","9%","18%","20%","34%","19%",0,"44%","53%","63%",132,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","timely","Feedback on my work has been prompt.",9,18,20,34,19,0.18,TRUE,FALSE,"All other",-0.823725755968484,TRUE
"404",2015,10007794,"University of Glasgow","","(07) Psychology","First degree","Q08","7%","24%","17%","36%","16%",0,"42%","52%","62%",132,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","detailed","I have received detailed comments on my work.",7,24,17,36,16,0.15,TRUE,FALSE,"All other",-1.25711445042229,TRUE
"405",2015,10007794,"University of Glasgow","","(07) Psychology","First degree","Q09","8%","23%","20%","32%","18%",1,"40%","50%","60%",131,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"assessment","helpful","Feedback on my work has helped me clarify things I did not understand.",8,23,20,32,18,0.145,TRUE,FALSE,"All other",-1.05809433061728,TRUE
